"HyrCV";"HYR";"MPGRP";"TI";"INTRO";"POS"
"0013664";"NBK";false;"Vitamine D en derivaten";"Colecalciferol (vitamine D3) is het meest gebruikte vitamine D. Calcifediol (25-hydroxyvitamine D3), de meest actieve metaboliet van vitamine D, wordt in de lever gevormd en wordt verder omgezet in de nier tot calcitriol (1,25-dihydroxyvitamine D3), verantwoordelijk voor de uiteindelijke effecten van vitamine D. Alfacalcidol (1α-hydroxyvitamine D3) is een synthetisch derivaat dat in de lever omgezet wordt tot calcitriol. **_Plaatsbepaling_** - [Zie 14.2. Vitaminen](http://www.bcfi.be/nl/contents/16857) - Blootstelling aan UV-licht is essentieel om een goede vitamine D-reserve te waarborgen. Vitamine D-deficiëntie is dan ook mogelijk, zowel bij kinderen als bij volwassenen, op het einde van de winter en in het begin van de lente, vooral bij zuigelingen en ouderen die te weinig zonlicht krijgen. - Vitamine D-deficiëntie bij zwangere vrouwen is mogelijk in ons land, vooral bij vrouwen met een donkere huidskleur. - Een tekort aan vitamine D wordt frequent gezien bij ouderen, vooral wanneer ze geïnstitutionaliseerd zijn. - Osteoporose: [zie 9.5. Osteoporose en ziekte van Paget](http://www.bcfi.be/nl/contents/7245) - Preventie van vitamine D-deficiëntie bij kinderen - [Zie Folia februari 2007](http://www.bcfi.be/nl/articles/query?number=F34N02B). - Bij kinderen die uitsluitend borstvoeding krijgen, moet colecalciferol gegeven worden tot de leeftijd van 1 jaar. Kunstmelken voor zuigelingen en peuters zijn aangerijkt met vitamine D; sommige richtlijnen raden ook bij gebruik ervan extra vitamine D aan. - Bij kleuters met donkere huid, zeker wanneer er weinig blootstelling aan zonlicht is, en bij kinderen die behandeld worden met anti-epileptica met enzyminducerend effect (bv. fenytoïne) wordt profylactisch colecalciferol gebruikt. - Sommige richtlijnen raden extra vitamine D aan bij alle kinderen tot de leeftijd van 6 jaar en, in de wintermaanden, ook bij oudere kinderen en adolescenten. Dit is niet gebaseerd op klinische studies. **_Indicaties (synthese van de SKP)_** - Calcifediol en colecalciferol: preventie en behandeling van rachitis en osteomalacie. - Colecalciferol: ook preventie van fracturen ten gevolge van osteoporose bij ouderen, in combinatie met calciumsupplementen. - Alfacalcidol en calcitriol: preventie en behandeling van renale osteodystrofie bij terminale nierinsufficiëntie (de mogelijkheid van renale metabolisatie tot calcitriol valt weg) en bij hypoparathyreoïdie. Alfacalcidol en calcitriol hebben geen plaats bij de behandeling van postmenopauzale osteoporose. - Vitamine D-supplementen worden ook aangeraden bij patiënten met cholestase of andere vormen van vetmalabsorptie zoals mucoviscidose. **_Contra-indicaties_** - Hypercalciëmie; metastatische calcificatie. **_Ongewenste effecten_** - Gastro-intestinale verschijnselen, obstipatie, dorst, polyurie, stupor en weefselcalcificatie bij intoxicatie. **_Bijzondere voorzorgen_** - Bij behandeling met vitamine D is controle van de calciëmie aangewezen. **_Interacties_** - Verhoogd risico van hypercalciëmie bij associëren van calcium met hoge doses vitamine D. **_Dosering_** - Rachitis ten gevolge van vitamine D-deficiëntie: calcifediol of colecalciferol 3.000 à 5.000 IE per dag; bij malabsorptie kunnen hogere doses nodig zijn. - Profylaxe bij uitsluitend borstgevoede kinderen, prematuren en andere risicokinderen: calcifediol of colecalciferol 400 IE per dag. - Profylaxe bij zwangere vrouwen: calcifediol of colecalciferol 400 IE per dag. - Profylaxe bij geïnstitutionaliseerde ouderen: calcifediol of colecalciferol 800 IE per dag. - Preventie van fracturen ten gevolge van osteoporose: colecalciferol 800 IE per dag, in combinatie met supplementen van 1 tot 1,2 g elementair calcium per dag, of 25.000 IE om de maand ([zie 9.5.1. Calcium](http://www.bcfi.be/nl/contents/13391)).";"_"
"0013672";"NBKA";true;"Alfacalcidol";"_";"_"
"0013680";"NBKB";true;"Calcifediol";"_";"_"
"0013698";"NBKC";true;"Calcitriol";"_";"_"
"0013706";"NBKD";true;"Colecalciferol (vitamine D<SUB>3</SUB>)";"_";"_"
"0013714";"NBL";false;"Tocoferol (vitamine E)";"**_Plaatsbepaling_** - [Zie 14.2. Vitaminen](http://www.bcfi.be/nl/contents/16857) - Het nut van vitamine E als antioxidans wordt betwist. - Supplementen van vitamine E worden aangeraden bij patiënten met cholestase of andere vormen van vetmalabsorptie zoals mucoviscidose. **_Contra-indicaties_** - Prematuren.";"_"
"0013722";"NBLA";true;"Specialiteiten [Tocoferol (vitamine E)]";"_";"_"
"0016451";"TACC";false;"Fosfaatchelatoren";"**_Plaatsbepaling_** - Calciumacetaat, lanthaan, sevelamer en sucroferri-oxyhydroxide worden gebruikt om hyperfosfatemie bij volwassenen met chronische nierinsufficiëntie onder dialyse, tegen te gaan. **_Contra-indicaties_** - Calciumacetaat: hypercalciëmie, hypercalciurie. - Sevelamer: darmobstructie. - Sucroferri-oxyhydroxide: hemochromatose. **_Ongewenste effecten_** - Calciumacetaat: nausea, pruritus, hypercalciurie. - Lanthaan: hypo- of hypercalciurie, gastro-intestinale stoornissen. - Sevelamer: gastro-intestinale stoornissen. - Sucroferri-oxyhydroxide: gastro-intestinale stoornissen, diarree of obstipatie, zwartverkleuring van de feces.";"_"
"0002329";"NBM";false;"Vitamine K";"**_Plaatsbepaling_** - Hypovitaminose K door onvoldoende inname is zeldzaam. - Het langdurig gebruik van breedspectrumantibiotica kan leiden tot verminderde productie van vitamine K door de darmflora. - De resorptie van vitamine K is gestoord in bepaalde ziektetoestanden zoals galwegenobstructie. - Pasgeborenen beschikken niet over voldoende vitamine K; moedermelk bevat weinig vitamine K. - Vitamine K heeft een belangrijke functie in de bloedstolling; vitamine K-antagonisten behoren tot de meest gebruikte anticoagulantia ([zie 2.1.2.1.1. Vitamine K-antagonisten](http://www.bcfi.be/nl/contents/2147)). Bij overdreven effect van de vitamine K-antagonisten is toediening van vitamine K te overwegen vanaf een INR &gt; 5, maar vaak volstaat het onderbreken van de toediening van de vitamine K-antagonist ([zie 2.1.2.1.1. Vitamine K-antagonisten](http://www.bcfi.be/nl/contents/2147)). - Hypoprotrombinemie ten gevolge van gestoorde synthese van de stollingsfactoren bij hepatocellulaire aandoeningen reageert gewoonlijk niet op toediening van vitamine K. **_Indicaties (synthese van de SKP)_** - Bloeding of bloedingsneiging ten gevolge van onvoldoende werking van vitamine K, bv. bij behandeling met vitamine K-antagonisten. - Preventie van bloedingen bij de pasgeborene en bij de exclusief borstgevoede zuigeling. - Cholestase of vetmalabsorptie. **_Ongewenste effecten_** - Intramusculaire toediening bij verhoogde bloedingsneiging: hematoom. - Intraveneuze toediening: overgevoeligheidsreacties gaande tot anafylactische shock. **_Bijzondere voorzorgen_** - Na toediening van hoge doses vitamine K wordt het effect van de vitamine K-antagonisten dagenlang tegengegaan, en zal men daarom soms tijdelijk heparine moeten toedienen. **_Dosering_** - Bij overdreven effect van vitamine K-antagonisten wordt vitamine K (fytomenadion = vitamine K1) gebruikt, meestal oraal, in ernstige gevallen traag intraveneus. De dosis (0,5 à 5 mg) hangt af van het effect dat men wenst te bereiken. Gezien de korte halfwaardetijd van vitamine K moet dikwijls de toediening herhaald worden. - Preventie van bloedingen bij de pasgeborene: bij de geboorte 1 mg intramusculair of 2 mg oraal, in een eenmalige dosis. - Preventie van bloedingen bij de exclusief borstgevoede zuigeling die geen vitamine K intramusculair kreeg bij de geboorte: 2 mg per week oraal tot de leeftijd van 3 maanden. - Patiënten met cholestase of vetmalabsorptie: dosis op geleide van de INR.";"_"
"0002337";"NBMA";true;"Specialiteiten [Vitamine K]";"_";"_zie rubriek ''Dosering''_"
"0013730";"NBN";false;"Combinatiepreparaten van vitaminen";"**_Plaatsbepaling_** - [Zie 14.2. Vitaminen](http://www.bcfi.be/nl/contents/16857) - Het gebruik van de orale multivitaminepreparaten is in onze streken zelden zinvol, behalve bij patiënten met malabsorptie. Systematische toediening van deze combinatiepreparaten tijdens de zwangerschap wordt niet aangeraden. - De intraveneuze combinatiepreparaten zijn een noodzakelijke toevoeging bij totale parenterale voeding. **_Contra-indicaties_** - **Zwangerschap voor preparaten die meer dan 10.000 IE vitamine A bevatten.** **_Zwangerschap en borstvoeding_** - **Wegens het risico van teratogeniteit is inname van hoge doses vitamine A (totale daginname van meer dan 10.000 IE in de voeding en als supplement) tijdens de zwangerschap gecontra-indiceerd.** **_Bijzondere voorzorgen_** - Met preparaten die vitamine B12 of foliumzuur bevatten, bestaat het gevaar voor maskeren van pernicieuze anemie. - Het natriumgehalte van bruispreparaten (tabletten, poeders, granulaten) kan problemen geven bij patiënten op streng zoutarm dieet.";"_"
"0013748";"NBNA";true;"Orale toediening";"_";"_"
"0020941";"NBNB";true;"Parenterale toediening";"_";"_"
"0013763";"NBO";false;"Tonica";"**_Plaatsbepaling_** - Onder deze hoofding worden een aantal specialiteiten vermeld die onder andere vitaminen bevatten en waarvan de doeltreffendheid niet bewezen is. Men dient zich steeds af te vragen of het verwachte psychologisch effect de kostprijs waard is.";"_"
"0013771";"NBOA";true;"Specialiteiten [Tonica]";"_";"_"
"0013789";"O";false;"Dermatologie";"- 15.1. Anti-infectieuze middelen - 15.2. Corticosteroïden - 15.3. Middelen tegen jeuk - 15.4. Middelen bij traumata en veneuze aandoeningen - 15.5. Acne - 15.6. Rosacea - 15.7. Psoriasis - 15.8. Keratolytica - 15.9. Enzymen - 15.10. Beschermende middelen - 15.11. Immunomodulatoren - 15.12. Diverse dermatologische middelen - 15.13. Actieve verbandmiddelen De antibacteriële middelen ([zie 11.1. Antibacteriële middelen](http://www.bcfi.be/nl/contents/9431)), de antimycotica ([zie 11.2. Antimycotica](http://www.bcfi.be/nl/contents/10405)), de corticosteroïden ([zie 5.4. Corticosteroïden](http://www.bcfi.be/nl/contents/4887)), de H1-antihistaminica ([zie 12.4.1. H1-antihistaminica](http://www.bcfi.be/nl/contents/12336)) en de vitaminen ([zie 14.2. Vitaminen](http://www.bcfi.be/nl/contents/16857)) die langs algemene weg worden toegediend bij sommige huidaandoeningen, worden in de desbetreffende hoofdstukken besproken. Bepaalde systemische middelen gebruikt bij ernstige acne ([zie 15.5. Acne](http://www.bcfi.be/nl/contents/14415)) en psoriasis ([zie 15.7. Psoriasis](http://www.bcfi.be/nl/contents/14548)) worden wel in dit hoofdstuk besproken. Het ''[Therapeutisch Magistraal Formularium](http://www.bcfi.be/nl/refs/v24)”, uitgegeven onder de verantwoordelijkheid van het Federaal Agentschap voor Geneesmiddelen en Gezondheidsproducten (FAGG), beschrijft o.a. een aantal gevalideerde magistrale bereidingen in verband met de dermatologie (www.fagg.be, klik op “menselijk gebruik” en vervolgens, in de rubriek “Distributie &amp; aflevering”, op “Therapeutisch Magistraal Formularium”). **Plaatsbepaling** - Voor talrijke huidziekten is de etiologie niet goed bekend en is een etiologische behandeling dus niet mogelijk. - Associaties van meerdere actieve bestanddelen zijn in het algemeen niet aan te raden. - De keuze van het vehiculum en van de hulpstoffen kan de gewenste en ongewenste effecten in belangrijke mate beïnvloeden. - Een hydrofobe zalf (bv. witte vaseline) is het meest doeltreffende vehiculum ter behandeling van hyperkeratotische gelichenificeerde dermatosen, maar dergelijke zalven voelen vet aan. - Een hydrofiele crème (bv. cetomacrogolcrème) is over het algemeen de eerste keuze als vehiculum voor de behandeling van acute en subacute dermatosen. Aan deze crèmes moeten bewaarmiddelen toegevoegd worden, die echter sensibiliserend kunnen werken. - Hydrofiele gels (bv. carbomeergel) worden gebruikt voor de behandeling van dermatosen ter hoogte van de behaarde hoofdhuid en andere behaarde lichaamszones, en wanneer een niet-vette basis gewenst is. Deze gels bevatten vaak alcohol en propyleenglycol die irritatie en een branderig gevoel kunnen veroorzaken wanneer ze worden toegepast op een schaafwonde of fissuur. - Waterige oplossingen hebben een drogend en afkoelend effect. Ze worden vooral gebruikt bij bulleuze of vesiculeuze dermatosen, bij dermatosen ter hoogte van behaarde lichaamszones en bij maceratie (verweking) in de huidplooien. - Hydro-alcoholische oplossingen hebben bij een intacte huid hetzelfde effect als de waterige oplossingen; bij beschadigde hoornlaag van de epidermis kunnen hydro-alcoholische oplossingen een acuut branderig gevoel veroorzaken. - Suspensies en emulsies hebben over het algemeen dezelfde indicaties als oplossingen. De emulsies vormen een zeer dunne lipidenfilm. De partikeltjes in de suspensie kunnen agglomeraten vormen met de huidsecreties en zijn daarom niet aangewezen bij nattende dermatosen. **Ongewenste effecten** - Allergische reacties, vooral allergisch contacteczeem, zijn mogelijk voor vrijwel elke stof die op de huid aangebracht wordt, met dikwijls kruisovergevoeligheid tussen chemisch verwante substanties. Allergische reacties treden niet alleen op tegenover actieve bestanddelen, maar ook tegenover hulpstoffen zoals vehicula, bewaarmiddelen of aromatische bestanddelen (parfums). Dit brengt mee dat niet alle preparaten die eenzelfde actief bestanddeel bevatten, even goed verdragen worden. - Huidirritatie en irritatief eczeem. - Theoretisch zijn de systemische ongewenste effecten bij lokale toediening dezelfde als bij systemische toediening. Gezien de hoeveelheid die de algemene circulatie bereikt meestal zeer laag is, is het risico van systemische reacties klein, behalve voor potente corticosteroïden en bepaalde middelen bij acne en psoriasis. **Zwangerschap en borstvoeding** - Tijdens de zwangerschap en de periode van borstvoeding is de kans op problemen voor de meeste lokaal toegepaste geneesmiddelen klein wegens de lage systemische concentratie. Nochtans bestaan over veel dermatologische producten nauwelijks gegevens over gebruik tijdens zwangerschap en lactatie; indien mogelijk lijkt onderbreken van de behandeling aangewezen. - De grootste voorzichtigheid is geboden bij de behandeling van acne en van rosacea en met sommige middelen zoals de zeer sterk werkzame corticosteroïden.";"_"
"0013797";"OA";false;"Anti-infectieuze middelen";"_";"_"
"0013805";"OAA";false;"Antiseptica - desinfectantia";"**_Plaatsbepaling_** - Een _antisepticum_ gaat de vermenigvuldiging van kiemen op de huid en de mucosa tegen. De term _desinfectans_ wordt voorbehouden voor een antimicrobiële stof die gebruikt wordt op inert materiaal zoals heelkundige instrumenten. Sommige stoffen worden als antisepticum en als desinfectans gebruikt. - De meeste antiseptica beïnvloeden enkel de oppervlakkige flora (de transitoire flora) en hebben weinig effect op de commensale flora gelokaliseerd in de diepte van de huid. - Antiseptica worden vooral in het kader van profylaxe gebruikt, in geval van verwonding of vóór een ingreep op een intacte huid. - Antiseptica zijn te verkiezen boven lokaal aangewende antibiotica waarmee veel vaker resistentie en contactallergie kunnen optreden, zeker bij langdurig gebruik. - Eosine is een zeer zwak antisepticum, vooral in waterige oplossing; het heeft geen plaats in wondzorg. - Merbromine, een kwikverbinding, zou niet meer mogen gebruikt worden, gezien het risico van allergie, en het risico van kwikintoxicatie bij herhaalde toepassing op de huid. **_Contra-indicaties_** - Chloorhexidine: niet gebruiken in afgesloten lichaamsholtes. - Natriumhypochloriet: niet gebruiken bij brandwonden. - Povidon-jood: regelmatig gebruik of gebruik op grote oppervlakten is af te raden: - in tweede en derde trimester van de zwangerschap; - bij vrouwen die borstvoeding geven; - bij pasgeborenen; - bij patiënten met schildklierstoornissen of bij lithiumtherapie. - Waterstofperoxide: niet gebruiken in afgesloten lichaamsholtes. **_Ongewenste effecten_** - Irritatie van huid en mucosae. - Allergische reacties (bv. contacteczeem) met heel wat antiseptica, vooral met nitrofural en chloorhexidine, zelden met povidon-jood. Chloorhexidine kan acute allergische reacties veroorzaken. Povidon-jood kan irritatieve reacties veroorzaken op onvoldoende gedroogde oppervlakken (bv. tijdens ingrepen). - Vertraging van de wondgenezing (niet voor povidon-jood). - Povidon-jood: een invloed op de schildklier is niet uit te sluiten bij gebruik op grote oppervlakten of bij jonge kinderen. **_Zwangerschap en borstvoeding_** - Povidon-jood: regelmatig gebruik of gebruik op grote oppervlakten is af te raden in het tweede en derde trimester van de zwangerschap en tijdens de periode van borstvoeding. **_Bijzondere voorzorgen_** - Sommige preparaten dienen vóór gebruik verdund te worden. Om irritatie en eventueel brandwonden te vermijden, dient men de richtlijnen van de SKP en de bijsluiter te volgen. - Contact met de ogen dient vermeden te worden. - Accidentele ingestie of inhalatie van sommige antiseptica en desinfectantia kan leiden tot ernstige, soms dodelijke complicaties. - Gebruik van verschillende antiseptica op dezelfde plaats is af te raden, gezien het risico van een caustisch effect of verlies van doeltreffendheid (bv. povidon-jood en chloorhexidine). - De kleur van eosine, merbromine en (in mindere mate) povidon-jood kan letsels maskeren en het klinisch onderzoek bemoeilijken.";"_"
"0013862";"OAAA";true;"Benzalkoniumchloride";"_";"_"
"0017244";"OAAB";true;"Cetrimide";"_";"_"
"0013813";"OAAC";true;"Chloorhexidine";"_";"_"
"0013896";"OAAD";true;"Chloorxylenol";"_";"_"
"0018721";"OAAE";true;"Clorofeen";"_";"_"
"0013854";"OAAF";true;"Eosine";"_";"_"
"0025346";"OAAG";true;"Ethanol";"_";"_"
"0013912";"OAAH";true;"Hexamidine";"_";"_"
"0013938";"OAAI";true;"Merbromine";"Merbromine is af te raden gezien de frequente allergische reacties, en het risico van kwikintoxicatie bij herhaalde toediening. De specialiteit Medichrom® is uit de markt genomen in juni 2017.";"_"
"0013888";"OAAJ";true;"Natriumhypochloriet";"_";"_"
"0013904";"OAAK";true;"Nitrofural";"_";"_"
"0013847";"OAAL";true;"Povidon-jood";"_";"_"
"0013839";"OAAM";true;"Tosylchlooramide";"_";"_"
"0013870";"OAAN";true;"Waterstofperoxide";"_";"_"
"0013946";"OAAO";true;"Diverse combinatiepreparaten";"_";"_"
"0014209";"OAF";false;"Middelen tegen schurft";"**_Plaatsbepaling_** - [Zie Folia april 2015](http://www.bcfi.be/nl/articles/query?number=F42N04B). - Permethrine crème aan 5% is de meest werkzame behandeling. Ook benzylbenzoaat aan 25% kan gebruikt worden maar is minder doeltreffend en meer irriterend. **_Contra-indicaties_** - Beschadigde huid of surinfectie. **_Ongewenste effecten_** - Huidirritatie, vooral met benzylbenzoaat. **_Bijzondere voorzorgen_** - Contact met de ogen dient vermeden te worden. - Niettegenstaande een doeltreffende behandeling kan de jeuk gedurende weken aanhouden, ook de letsels verdwijnen slechts langzaam; de patiënt moet daarvan verwittigd worden om nutteloos hergebruik van de medicatie te vermijden. **_Toediening en dosering_** - Het hele lichaam (van de kaakrand tot en met de voeten) met de crème insmeren en na 8 à 12 uur wassen. - Met permethrine 5% crème (specialiteit of magistraal ''Hydrofiele crème met 5% permethrine TMF”) is een éénmalige behandeling in principe voldoende; een tweede behandeling wordt soms een week later aangebracht. Benzylbenzoaat (magistraal ''Emulsie met 25% benzylbenzoaat TMF”) moet minstens 3 opeenvolgende dagen aangebracht worden. - Na de oorzakelijke behandeling wordt soms tijdelijk een topisch corticosteroïd geassocieerd om de jeuk te onderdrukken. - Ivermectine langs systemische weg (niet beschikbaar in België) wordt soms gebruikt. - Na elke lokale behandeling moeten kleren en lakens gewassen worden.";"_"
"0014225";"OAFA";true;"Permethrine";"_";"_"
