"MPcv";"Hyrcv";"Hyr_";"MPnm";"IRCV";"BT";"note";"pos";"WadaN";"WadaF";"rank";"nmcv";"Orphan";"SpecRules";"Narcotic";"Amb";"Hosp"
"29850-885";"0000778";"AFAG";"Zanidip";"00885";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23770-1263";"0011445";"LAAJA";"Rotateq";"01263";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"26872-281";"0002394";"BBDA";"Tisseel S/D";"00281";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"14779-1123";"0007120";"IBBA";"Leflunomide Medac";"01123";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23408-1529";"0008334";"JDC";"Rilatine";"01529";false;"_";"_";"S";"S";0;0;false;true;false;true;false
"18754-1487";"0002634";"CABA";"Neutroses";"01487";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"15156-1818";"0016790";"LDAAF";"Levocetirizine Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"15164-1818";"0016790";"LDAAF";"Levocetirizine-Ratio";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"15149-1636";"0016790";"LDAAF";"Levocetirizine Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"15123-612";"0016790";"LDAAF";"Levocetirizine EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"15115-216";"0016790";"LDAAF";"Levocetirizine Apotex";"00216";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"15131-1289";"0016790";"LDAAF";"Levocetirizine Mylan";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22152-1628";"0008524";"JFAA";"Prolopa 125";"01628";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17368-299";"0005355";"FBAAC";"Mirelle";"00299";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"422-1800";"0013425";"EAEA";"Actos";"01800";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"31559-1164";"0003905";"DBAA";"Tussosaintbois";"01164";false;"_";"_";"d";"d";0;0;false;false;false;true;false
"33209-711";"0016147";"RBC";"Levobupivacaine Fresenius Kabi";"00711";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"13250-1263";"0012252";"LCBLA";"IntronA";"01263";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"28480-1297";"0001503";"AKA";"Veinamitol";"01297";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"5918-2097";"0000166";"AADF";"Co-Aprovel";"02097";false;"_";"_";"D";"D";0;0;false;false;false;true;false
"19273-1362";"0003954";"DBAE";"Nosca Mereprine";"01362";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"11940-232";"0005371";"FBAAE";"Gracial";"00232";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"11999-1453";"0017525";"BCCB";"Granocyte";"01453";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"8193-596";"0004127";"DCAAA";"Dopram";"00596";false;"_";"_";"S";"S";0;0;false;false;false;true;false
"23317-1164";"0015800";"QCACA";"Rhinofebryl";"01164";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"9753-794";"0011049";"KDCADA";"Eviplera";"00794";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2923-299";"0000828";"AFAL";"Baypress";"00299";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"31435-2337";"0021006";"RBD";"Xogel";"02337";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"10488-828";"0015925";"QCBCB";"Flixonase Aqua";"00828";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"7690-182";"0009258";"JIABA";"Diergo";"00182";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"100-257";"0003814";"DAFB";"Accolate";"00257";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6411-1347";"0008615";"JFCA";"Comtan";"01347";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"885-299";"0006882";"IAABD";"Aleve";"00299";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"12617-1172";"0000679";"AEI";"Hypoloc";"01172";false;"_";"_";"D";"D";0;0;false;false;false;true;false
"22186-661";"0005777";"FDAA";"Propess";"00661";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6379-1966";"0020198";"KDCAAG";"Combivir";"01966";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17038-943";"0003251";"CEGA";"Microlax";"00943";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"26682-2428";"0010660";"KCCAB";"Tiberal";"02428";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"25015-1172";"0002709";"CBE";"Spasmomen";"01172";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24802-1743";"0006957";"IAADB";"Solicam";"01743";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"19646-125";"0015511";"PGA";"Oculotect";"00125";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"21790-406";"0001578";"ALAC";"Pravasine";"00406";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16055-1446";"0007674";"JAAT";"Lysanxia";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22822-1263";"0019554";"KDED";"Rebetol";"01263";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6742-1610";"0014563";"OGAA";"Curatoderm";"01610";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22350-240";"0018077";"OKC";"Protopic";"00240";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"19067-257";"0004697";"MIAAA";"Nolvadex";"00257";false;"_";"_";"AO";"AO";0;0;false;false;false;true;false
"25585-232";"0004804";"ECDC";"Sustanon 250";"00232";false;"_";"_";"A";"A";0;0;false;false;false;true;false
"19547-604";"0009993";"KAIE";"Obracin";"00604";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"745-2097";"0005009";"EDHA";"Albicort";"02097";false;"_";"_";"C";"C";0;0;false;false;false;true;false
"7187-2162";"0014290";"OBCA";"Delphi";"02162";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"29389-1396";"0003228";"CEDBB";"Wylaxine";"01396";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16485-1503";"0005942";"FFAA";"Megace";"01503";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27821-1552";"0013508";"NBDA";"Ucemine PP";"01552";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"10843-1743";"0008185";"JCAAC";"Fluoxone";"01743";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"21121-406";"0009506";"KAAABB";"Penstapho";"00406";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6221-2162";"0003939";"DBAD";"Codethyline";"02162";false;"_";"_";"d";"d";0;0;false;false;false;true;false
"28431-1602";"0015867";"QCBBB";"Vasocedine Naphazoline";"01602";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27433-497";"0008136";"JCDD";"Trazolan";"00497";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"8060-1115";"0019992";"JBAAB";"Dominal";"01115";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"8813-612";"0013144";"MEAC";"Eldisine";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"4994-273";"0015651";"QABA";"Cerulyx";"00273";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17244-1115";"0000265";"ABABA";"Minitran";"01115";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"25791-1636";"0004697";"MIAAA";"Tamoxifen Sandoz";"01636";false;"_";"_";"AO";"AO";0;0;false;false;false;true;false
"372-828";"0003913";"DBAB";"Actifed New";"00828";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27417-1289";"0008136";"JCDD";"Trazodone Mylan";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"29181-2188";"0011809";"LABHA";"Vivotif Berna";"02188";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3228-1248";"0004911";"EDBA";"Betnesol";"01248";false;"_";"_";"C";"C";0;0;false;false;false;true;false
"24562-2022";"0017079";"GBAB";"Silodyx";"02022";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"18010-1115";"0017053";"DBBAC";"Mucodox";"01115";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22624-976";"0012419";"LDABD";"R Calm Dimenhydrinate";"00976";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"21188-943";"0019901";"HBED";"Perdolan Compositum";"00943";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"21535-612";"0006957";"IAADB";"Piroxicam EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2162-1487";"0017244";"OAAB";"Aseptiderm";"01487";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"5421-1909";"0015784";"QCABA";"Cirrus";"01909";false;"_";"_";"S";"S";0;0;false;false;false;true;false
"7625-1289";"0006809";"IAAAB";"Diclofenac Mylan";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1891-1602";"0014662";"OHA";"Aporil";"01602";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"30080-1784";"0014704";"OJA";"ZINXYDerm";"01784";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"19323-1354";"0005702";"FCBAA";"Novofem";"01354";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"29009-794";"0010983";"KDCABA";"Viread";"00794";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27375-125";"0018531";"PEDD";"Travatan";"00125";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"14928-1263";"0008102";"JCDB";"Lerivon";"01263";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"25882-1545";"0013318";"NAAAC";"Tardyferon";"01545";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2246-299";"0019919";"HBEC";"Aspirine-C";"00299";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22137-1347";"0013201";"MFA";"Proleukin";"01347";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1222-612";"0007484";"JAAA";"Alprazolam EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"9670-2485";"0001610";"ALBA";"Eulitop";"02485";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16394-1115";"0000125";"AADA";"Maxsoten";"01115";false;"_";"_";"B,D";"B,D";0;0;false;false;false;true;false
"695-1552";"0012492";"LDABH";"Agyrax";"01552";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27664-1164";"0019901";"HBED";"Troc";"01164";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"31674-1172";"0013417";"IEAB";"Calisvit";"01172";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"4911-521";"0019174";"RACE";"Celocurine";"00521";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27425-1818";"0008136";"JCDD";"Trazodone Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17152-1172";"0009191";"JIAAC";"Migard";"01172";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6569-1834";"0000307";"ABBA";"Coruno";"01834";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"19703-1818";"0010215";"KAEE";"Ofloxacine Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"11122-1321";"0003251";"CEGA";"Fosfaatlavement";"01321";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"18325-125";"0015248";"PCA";"Naphcon-A";"00125";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"11429-1818";"0008961";"JGBFA";"Gabitril";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"26021-968";"0010371";"KAHCA";"Tebrazid";"00968";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"9597-265";"0019091";"RAAA";"Etomidate-Lipuro";"00265";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2717-976";"0012401";"LDABC";"Azicalm";"00976";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"8466-828";"0014662";"OHA";"Duofilm";"00828";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"11205-1172";"0009191";"JIAAC";"Frovatex";"01172";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3152-1636";"0015727";"QBA";"Betahistine Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"612-1529";"0012385";"LDAAC";"Aerius";"01529";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27607-1354";"0005702";"FCBAA";"Trisequens";"01354";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"15826-976";"0007625";"JAAO";"Lormetazepam Labima";"00976";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"8847-1115";"0018069";"OKB";"Elidel";"01115";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"21915-836";"0017889";"CEHA";"Prepacol";"00836";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6783-299";"0005702";"FCBAA";"Cyclocur";"00299";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27458-1446";"0005389";"FBAAF";"Tri-Minulet";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27516-299";"0005389";"FBAAF";"Trigynon";"00299";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2964-299";"0013748";"NBNA";"Becozyme";"00299";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27557-1446";"0005389";"FBAAF";"Trinordiol";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"7039-935";"0010496";"KBCC";"Daktarin";"00935";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17137-1453";"0006007";"FGA";"Mifegyne";"01453";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6544-2097";"0000380";"ACBA";"Corotrope";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"14233-1453";"0009936";"KACC";"Klinotab";"01453";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17251-1453";"0009936";"KACC";"Mino-50";"01453";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"10041-1636";"0000745";"AFAD";"Felodipine Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"25288-1529";"0011007";"KDCACA";"Stocrin";"01529";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"20602-810";"0020750";"HCAL";"Palexia";"00810";false;"_";"_";"_";"_";0;0;false;true;false;true;false
"30601-828";"0011809";"LABHA";"Typherix";"00828";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"12351-1230";"0013813";"OAAC";"Hibitane";"01230";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"18648-745";"0014951";"OLH";"Neoxidil";"00745";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16998-1529";"0000166";"AADF";"Micardis Plus";"01529";false;"_";"_";"D";"D";0;0;false;false;false;true;false
"30130-1347";"0002931";"CDBB";"Zofran";"01347";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"31344-2345";"0021014";"RBE";"Ubistesin Adrenaline";"02345";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17301-1453";"0009936";"KACC";"Minotab";"01453";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"7138-1073";"0020255";"JBADA";"Deanxit";"01073";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"31419-2378";"0021006";"RBD";"Hurricaine";"02378";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"31443-2337";"0021006";"RBD";"Xylonor";"02337";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"8649-885";"0009399";"JKBA";"Ebixa";"00885";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"29900-100";"0016485";"TCA";"Zavesca";"00100";false;"_";"_";"_";"_";0;0;true;false;false;true;false
"6916-497";"0002618";"CAACA";"Cytotec";"00497";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17459-1800";"0013029";"MCCA";"Mitomycin-C Kyowa";"01800";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17483-828";"0019158";"RACC";"Mivacron";"00828";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2584-1115";"0008268";"JCCB";"Aurorix";"01115";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17558-1289";"0008268";"JCCB";"Moclobemide Mylan";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"11189-232";"0002048";"BABABC";"Fraxodi";"00232";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17921-1289";"0000083";"AABC";"Moxonidine Mylan";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17939-1636";"0000083";"AABC";"Moxonidine Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"20198-1792";"0016485";"TCA";"Orfadin";"01792";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17582-1115";"0007641";"JAAQ";"Mogadon";"01115";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"11304-1057";"0013904";"OAAL";"Furacine";"01057";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22814-943";"0015784";"QCABA";"Reactine Pseudoephedrine";"00943";false;"_";"_";"S";"S";0;0;false;false;false;true;false
"32581-1115";"0015164";"PBBA";"Pranox";"01115";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17913-612";"0000083";"AABC";"Moxonidine EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23846-240";"0000786";"AFAH";"Rydene";"00240";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"5199-26";"0001594";"ALAE";"Cholemed";"00026";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"12120-307";"0019828";"OLB";"Hansamedic Warmtepleister";"00307";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"8979-1263";"0002972";"CDCA";"Emend";"01263";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22061-1701";"0000323";"ABCA";"Procoralan";"01701";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"7880-2097";"0006106";"GAAE";"Ditropan";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22582-612";"0000968";"AGAH";"Quinapril EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"28704-240";"0006122";"GAAG";"Vesicare";"00240";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"15479-1065";"0012765";"MBBA";"Litak";"01065";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27763-1446";"0009944";"KACD";"Tygacil";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"9001-1198";"0006072";"GAAA";"Emselex";"01198";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"26484-661";"0004804";"ECDC";"Testim";"00661";false;"_";"_";"A";"A";0;0;false;false;false;true;false
"18341-1636";"0006882";"IAABD";"Naproxen Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"25924-562";"0013243";"MHA";"Targretin";"00562";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"13169-1446";"0000505";"ADBB";"Inspra";"01446";false;"_";"_";"D";"D";0;0;false;false;false;true;false
"15594-257";"0000133";"AADB";"Logimat";"00257";false;"_";"_";"B";"B";0;0;false;false;false;true;false
"2873-1552";"0003913";"DBAB";"Balsoclase Dextromethorphan";"01552";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"11866-1479";"0021402";"IDAA";"Glucosamine Pharma Nord";"01479";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"10108-828";"0011353";"LAAGA";"Fendrix";"00828";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"25825-1289";"0006213";"GBAC";"Tamsulosine Mylan";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3525-1529";"0007294";"IEBC";"Bonviva";"01529";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1925-1529";"0001024";"AGBC";"Aprovel";"01529";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"32425-2303";"0002568";"CAABB";"Lansoprazol Krka";"02303";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1933-372";"0011130";"KDCBG";"Aptivus";"00372";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"21998-299";"0016303";"SBAA";"Primovist";"00299";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17434-1818";"0008110";"JCDC";"Mirtazapine Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16113-1263";"0018358";"LACAA";"M.M.R. VaxPro";"01263";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"18267-1032";"0016485";"TCA";"Naglazyme";"01032";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"28613-299";"0017319";"AMC";"Ventavis";"00299";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23507-1636";"0007971";"JBDG";"Risperidon Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"11510-166";"0015479";"PEFA";"Ganfort";"00166";false;"_";"_";"B";"B";0;0;false;false;false;true;false
"17830-1321";"0003095";"CECBA";"Moviprep";"01321";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"8474-315";"0005702";"FCBAA";"Duogestan";"00315";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"31427-2345";"0021006";"RBD";"Oraqix";"02345";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"20016-711";"0002931";"CDBB";"Ondansetron Fresenius Kabi";"00711";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22848-1578";"0012476";"CHBA";"Rectogesic";"01578";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27797-331";"0012278";"LCBMA";"Tysabri";"00331";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"30148-1636";"0002931";"CDBB";"Zofsetron";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
